Product,Subscribers From,Subscribers To,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",15001,50000,60.00%,64.00%,68.00%,71.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",50001,100000,70.00%,73.00%,75.00%,78.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",100001,250000,80.00%,83.00%,85.00%,88.00%,90.00%,>90.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",250001,500000,85.00%,87.00%,89.00%,90.00%,92.00%,>92.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",500001,1000000,88.00%,89.00%,91.00%,92.00%,93.00%,>93.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",1000001,3000000,90.00%,91.00%,93.00%,94.00%,95.00%,>95.00%
"[Enterprise, Unlimited] Commerce Cloud - B2C - Premium - PPO (10)",3000001,999999999,92.00%,93.00%,95.00%,96.00%,97.00%,>97.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Additional Production Realm",1,999999999,20.00%,50.00%,>50.00%,,,
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Short Term Test Realm",1,999999999,5.00%,10.00%,20.00%,>20.00%,,
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Starter - On Demand Sandbox Credits (750K/year)",1,10,20.00%,28.00%,36.00%,44.00%,52.00%,>52.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Starter - On Demand Sandbox Credits (750K/year)",11,999999999,26.00%,34.00%,42.00%,50.00%,58.00%,>58.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",1,25,45.00%,47.00%,49.00%,51.00%,,>51.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",26,100,47.00%,49.00%,51.00%,53.00%,,>53.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",101,200,49.00%,51.00%,53.00%,55.00%,,>55.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",201,1000,51.00%,53.00%,55.00%,57.00%,,>57.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",1001,2000,53.00%,55.00%,57.00%,60.00%,,>60.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Plus - Additional PPO - B2C",2001,999999999,,,,,,>0.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Sandbox",1,5,,,,,,>0.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Sandbox",6,10,,,,,,>0.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - Sandbox",11,999999999,50.00%,>50.00%,,,,
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",1,4,,,,,,>0.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",5,9,15.00%,30.00%,45.00%,>45.00%,,
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",10,19,20.00%,40.00%,60.00%,70.00%,70.00%,>70.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",20,49,25.00%,50.00%,65.00%,75.00%,80.00%,>80.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",50,199,35.00%,55.00%,70.00%,80.00%,85.00%,>85.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",200,499,45.00%,65.00%,75.00%,85.00%,90.00%,>90.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",500,999,55.00%,70.00%,80.00%,88.00%,92.00%,>92.00%
"[Essentials, Professional, Enterprise, Unlimited] B2C Commerce - SSL Certificate Slot",1000,999999999,65.00%,75.00%,85.00%,91.00%,95.00%,>95.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",1,9999,15.00%,30.00%,40.00%,>40.00%,,
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",10000,19999,2.00%,17.00%,32.00%,41.00%,,>41.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",20000,29999,5.00%,19.00%,33.00%,43.00%,,>43.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",30000,39999,7.00%,21.00%,35.00%,44.00%,,>44.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",40000,49999,10.00%,23.00%,37.00%,46.00%,,>46.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",50000,59999,12.00%,26.00%,39.00%,47.00%,,>47.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",60000,69999,15.00%,28.00%,40.00%,49.00%,,>49.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",70000,79999,17.00%,30.00%,42.00%,50.00%,,>50.00%
"[Enterprise, Unlimited] D2C Commerce - Starter - GMV (1,000)",80000,999999999,20.00%,32.00%,44.00%,52.00%,,>52.00%
"[Enterprise, Unlimited] Registered Shoppers (100,000)",1,999999999,,,,,,>0.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",1,9,11.00%,21.00%,37.00%,70.00%,,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",10,49,8.00%,18.00%,27.00%,41.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",50,99,15.00%,23.00%,32.00%,45.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",100,199,22.00%,29.00%,36.00%,49.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",200,499,27.00%,34.00%,41.00%,53.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",500,999,33.00%,39.00%,44.00%,57.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",1000,1999,38.00%,43.00%,48.00%,60.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",2000,4999,39.00%,44.00%,49.00%,62.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional GMV (100,000)",5000,9999,41.00%,46.00%,50.00%,63.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",1,9,11.00%,11.00%,37.00%,70.00%,,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",10,49,8.00%,18.00%,27.00%,41.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",50,99,15.00%,23.00%,32.00%,45.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",100,199,22.00%,29.00%,36.00%,49.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",200,499,27.00%,34.00%,41.00%,53.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",500,999,33.00%,39.00%,44.00%,57.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",1000,1999,38.00%,43.00%,48.00%,60.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",2000,4999,39.00%,44.00%,49.00%,62.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",5000,9999,41.00%,46.00%,50.00%,63.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Orders (1,000)",10000,999999999,43.00%,48.00%,52.00%,66.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",1,9,8.00%,18.00%,27.00%,41.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",10,49,22.00%,29.00%,36.00%,49.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",50,99,33.00%,39.00%,44.00%,57.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",100,199,38.00%,43.00%,48.00%,60.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",200,499,39.00%,44.00%,49.00%,62.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",500,999,41.00%,46.00%,50.00%,63.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Additional Store",1000,999999999,43.00%,48.00%,52.00%,66.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Retail Cloud POS - Orders",1,999999999,20.00%,25.00%,30.00%,35.00%,42.00%,>42.00%
"[Enterprise, Unlimited] Additional Storefront - B2B Commerce",1,999999999,20.00%,35.00%,50.00%,90.00%,,>90.00%
"[Enterprise, Unlimited] B2B Commerce External Users",1,10,10.00%,22.00%,35.00%,>35.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",11,20,10.00%,25.00%,40.00%,>40.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",21,40,15.00%,30.00%,45.00%,>45.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",41,70,23.00%,40.00%,55.00%,>55.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",71,100,28.00%,48.00%,60.00%,>60.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",101,200,41.00%,52.00%,65.00%,>65.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",201,300,50.00%,58.00%,70.00%,>70.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",301,500,55.00%,64.00%,70.00%,>70.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",501,700,61.00%,66.00%,71.00%,>71.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",701,1000,62.00%,68.50%,75.00%,>75.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",1001,1500,66.00%,71.50%,77.00%,>77.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",1501,2000,68.00%,73.50%,79.00%,>79.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",2001,2500,72.00%,77.00%,82.00%,>82.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",2501,3000,75.00%,79.50%,84.00%,>84.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",3001,3500,76.00%,81.00%,85.00%,>85.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",3501,4000,79.00%,84.00%,86.00%,>86.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",4001,5000,80.00%,85.00%,88.00%,>88.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",5001,10000,84.00%,88.00%,90.00%,>90.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",10001,15000,87.00%,89.00%,91.00%,>91.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",15001,20000,88.00%,91.00%,92.00%,>92.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",20001,30000,88.00%,92.00%,93.00%,>93.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",30001,40000,88.00%,92.00%,93.00%,>93.00%,,
"[Enterprise, Unlimited] B2B Commerce External Users",40001,1000000000,88.00%,92.00%,94.00%,>94.00%,,
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",1,19999,15.00%,30.00%,52.00%,>52.00%,,
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",20000,34999,12.00%,25.00%,38.00%,55.00%,,>55.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",35000,49999,22.00%,33.00%,45.00%,58.00%,,>58.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",50000,64999,31.00%,41.00%,52.00%,62.00%,,>62.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",65000,79999,39.00%,49.00%,58.00%,66.00%,,>66.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",80000,114999,47.00%,56.00%,63.00%,70.00%,,>70.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",115000,154999,54.00%,61.00%,68.00%,73.00%,,>73.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",155000,194999,56.00%,63.00%,70.00%,75.00%,,>75.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",195000,249999,58.00%,65.00%,72.00%,76.00%,,>76.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - GMV (1,000)",250000,999999999,62.00%,68.00%,74.00%,80.00%,,>80.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",1,14,10.00%,24.00%,34.00%,47.00%,,>47.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",15,49,12.00%,26.00%,38.00%,50.00%,,>50.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",50,99,14.00%,28.00%,40.00%,53.00%,,>53.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",100,249,20.00%,32.00%,42.00%,56.00%,,>56.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",250,499,27.00%,37.00%,47.00%,59.00%,,>59.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",500,999,35.00%,45.00%,55.00%,64.00%,,>64.00%
"[Essentials, Professional, Enterprise, Unlimited] B2B Commerce Starter - PPO (1,000)",1000,2999,43.00%,53.00%,62.00%,67.00%,,>67.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",1,49,36.00%,42.00%,49.00%,55.00%,,>55.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",50,199,43.00%,50.00%,56.00%,62.00%,,>62.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",200,599,46.00%,53.00%,59.00%,66.00%,,>66.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",600,999,50.00%,56.00%,62.00%,69.00%,,>69.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",1000,1999,53.00%,59.00%,66.00%,72.00%,,>72.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",2000,4999,56.00%,62.00%,69.00%,75.00%,,>75.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",5000,7999,64.00%,72.00%,78.00%,79.00%,81.00%,>81.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",8000,9999,68.00%,76.00%,81.00%,82.00%,84.00%,>84.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",10000,19999,72.00%,80.00%,83.00%,86.00%,88.00%,>88.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",20000,49999,76.00%,84.00%,88.00%,89.00%,90.00%,>90.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",50000,99999,80.00%,86.00%,88.00%,90.00%,92.00%,>92.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",100000,199999,86.00%,90.00%,92.00%,94.00%,96.00%,>96.00%
"[Enterprise, Unlimited] B2B Commerce Internal Users",200000,999999999,88.00%,92.00%,94.00%,96.00%,98.00%,>98.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",1,19999,11.00%,21.00%,31.00%,52.00%,,>52.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",20000,34999,8.00%,18.00%,27.00%,36.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",35000,49999,15.00%,23.00%,32.00%,41.00%,58.00%,>58.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",50000,64999,22.00%,29.00%,36.00%,45.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",65000,79999,27.00%,34.00%,41.00%,50.00%,66.00%,>66.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",80000,114999,33.00%,39.00%,44.00%,55.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",115000,154999,38.00%,43.00%,48.00%,58.00%,73.00%,>73.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",195000,249999,41.00%,46.00%,50.00%,60.00%,76.00%,>76.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - GMV (1,000)",250000,999999999,43.00%,48.00%,52.00%,61.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",1,14,7.00%,17.00%,24.00%,35.00%,47.00%,>47.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",15,49,8.00%,18.00%,27.00%,38.00%,50.00%,>50.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",50,99,10.00%,20.00%,28.00%,41.00%,53.00%,>53.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",100,249,14.00%,22.00%,29.00%,43.00%,56.00%,>56.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",250,499,19.00%,26.00%,33.00%,46.00%,59.00%,>59.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",500,999,25.00%,32.00%,39.00%,51.00%,64.00%,>64.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",1000,2999,30.00%,37.00%,43.00%,55.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Commerce Cloud - Advanced - PPO (1,000)",3000,999999999,34.00%,41.00%,46.00%,58.00%,71.00%,>71.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",1,19999,11.00%,21.00%,37.00%,80.00%,,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",20000,34999,8.00%,18.00%,27.00%,41.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",35000,49999,15.00%,23.00%,32.00%,45.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",50000,64999,22.00%,29.00%,36.00%,49.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",65000,79999,27.00%,34.00%,41.00%,53.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",80000,114999,33.00%,39.00%,44.00%,57.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",115000,154999,38.00%,43.00%,48.00%,60.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",155000,194999,39.00%,44.00%,49.00%,62.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",195000,249999,41.00%,46.00%,50.00%,63.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Commerce Cloud - Growth - GMV (1,000)",250000,999999999,43.00%,48.00%,52.00%,66.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Omnichannel Inventory - Additional Locations (100)",1,999999999,10.00%,25.00%,50.00%,>50.00%,,
"[Enterprise, Unlimited] Order Management - Additional Business Users",1,9,16.00%,36.00%,38.00%,46.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",10,24,16.00%,36.00%,38.00%,46.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",25,49,23.00%,38.00%,41.00%,52.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",50,99,23.00%,39.00%,42.00%,58.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",100,199,23.00%,41.00%,43.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",200,499,23.00%,45.00%,46.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",500,999,23.00%,45.00%,49.00%,59.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Order Management - Additional Business Users",1000,999999999,29.00%,49.00%,56.00%,61.00%,64.00%,>64.00%
"[Enterprise, Unlimited] Order Management - Business Users",1,9,14.00%,19.00%,24.00%,32.00%,,>32.00%
"[Enterprise, Unlimited] Order Management - Business Users",10,19,14.00%,19.00%,24.00%,32.00%,,>32.00%
"[Enterprise, Unlimited] Order Management - Business Users",20,29,14.00%,19.00%,24.00%,33.00%,,>33.00%
"[Enterprise, Unlimited] Order Management - Business Users",30,39,14.00%,19.00%,24.00%,34.00%,,>34.00%
"[Enterprise, Unlimited] Order Management - Business Users",40,49,14.00%,19.00%,24.00%,35.00%,,>35.00%
"[Enterprise, Unlimited] Order Management - Business Users",50,99,18.00%,27.00%,28.00%,36.00%,,>36.00%
"[Enterprise, Unlimited] Order Management - Business Users",100,199,19.00%,27.00%,29.00%,37.00%,,>37.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",1,10,2.00%,5.50%,15.00%,30.00%,,>30.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",11,20,3.00%,7.00%,20.00%,35.00%,,>35.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",21,40,7.00%,10.50%,25.00%,40.00%,,>40.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",41,70,14.00%,20.00%,35.00%,40.00%,,>40.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",71,100,15.00%,28.00%,38.00%,43.00%,,>43.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",101,200,20.00%,32.00%,38.00%,43.00%,,>43.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",201,300,25.00%,32.00%,39.00%,44.00%,,>44.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",301,500,25.00%,36.00%,40.00%,49.00%,,>49.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",501,700,30.00%,36.00%,44.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",701,1000,35.00%,43.00%,50.50%,55.50%,,>55.50%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",1001,1500,35.00%,47.00%,56.00%,62.00%,,>62.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",1501,2000,45.00%,55.00%,62.00%,66.00%,,>66.00%
"[Enterprise, Unlimited] Consumer Goods Cloud - Retail Execution - Contractor",2001,2500,45.00%,57.00%,66.00%,69.00%,,>69.00%
